gameid,team_blue,team_red,league,patch,pick_blue_1,pick_blue_2,pick_blue_3,pick_blue_4,pick_blue_5,pick_red_1,pick_red_2,pick_red_3,pick_red_4,pick_red_5,ban_blue_1,ban_blue_2,ban_blue_3,ban_blue_4,ban_blue_5,ban_red_1,ban_red_2,ban_red_3,ban_red_4,ban_red_5,result
LOLTMNT05_82749,MAD Lions KOI,MGN Vikings Esports,WLDs,14.18,K'Sante,Nidalee,Syndra,Jinx,Rell,Renekton,Jarvan IV,Orianna,Jhin,Alistar,Jax,Senna,Ziggs,Poppy,Leona,Vi,Ashe,Skarner,Viego,Bel'Veth,0
LOLTMNT05_82750,TALON,paiN Gaming,WLDs,14.18,Rumble,Skarner,Tristana,Miss Fortune,Rell,Jax,Sejuani,Yone,Lucian,Nami,Maokai,Ashe,Orianna,Ziggs,Alistar,Aurora,Syndra,Kalista,Varus,Nautilus,1
LOLTMNT05_83593,TALON,paiN Gaming,WLDs,14.18,Gnar,Skarner,Akali,Jhin,Rell,Rumble,Vi,Yone,Ezreal,Braum,Maokai,Ashe,Sejuani,Lucian,Alistar,Syndra,Kalista,Aurora,Varus,Rakan,0
LOLTMNT05_83597,paiN Gaming,TALON,WLDs,14.18,Gnar,Lee Sin,Syndra,Ashe,Alistar,Vayne,Wukong,Akali,Jhin,Leona,Skarner,Ziggs,Jarvan IV,Poppy,Bard,Sejuani,Aurora,Maokai,Braum,Jax,1
LOLTMNT05_82854,GAM Esports,Fukuoka SoftBank HAWKS gaming,WLDs,14.18,Aurora,Shyvana,Tristana,Jhin,Poppy,Rumble,Jarvan IV,Lucian,Ziggs,Rell,Skarner,Vi,Kennen,Yone,Leona,Ashe,K'Sante,Jinx,Nocturne,Bard,0
LOLTMNT05_82860,Fukuoka SoftBank HAWKS gaming,GAM Esports,WLDs,14.18,Rumble,Lee Sin,LeBlanc,Ashe,Poppy,Aurora,Wukong,Yone,Jhin,Leona,Shyvana,Ziggs,K'Sante,Tristana,Sejuani,Skarner,Vi,Kennen,Akali,Viego,1
LOLTMNT05_82864,100 Thieves,Movistar R7,WLDs,14.18,K'Sante,Jarvan IV,Hwei,Jhin,Leona,Jax,Brand,Tristana,Draven,Rell,Gnar,Kai'Sa,Skarner,Ezreal,Kalista,Vi,Yone,Ziggs,Ashe,Senna,0
LOLTMNT05_82873,100 Thieves,Movistar R7,WLDs,14.18,K'Sante,Wukong,Aurora,Lucian,Nami,Renekton,Nocturne,Orianna,Ezreal,Nautilus,Gnar,Skarner,Kai'Sa,Syndra,Brand,Vi,Yone,Ziggs,Yasuo,Jarvan IV,1
LOLTMNT05_83703,Movistar R7,100 Thieves,WLDs,14.18,Renekton,Wukong,LeBlanc,Lucian,Nami,K'Sante,Viego,Vex,Jinx,Nautilus,Vi,Yone,Ziggs,Yasuo,Syndra,Gnar,Orianna,Skarner,Jarvan IV,Nocturne,0
LOLTMNT05_82955,MAD Lions KOI,TALON,WLDs,14.18,Camille,Skarner,Renekton,Ziggs,Rell,Udyr,Wukong,Akali,Ashe,Braum,Sejuani,Zyra,Aurora,Vayne,Gnar,Nidalee,K'Sante,Jinx,Leona,Nautilus,0
LOLTMNT05_82960,TALON,MAD Lions KOI,WLDs,14.18,Gnar,Vi,Ahri,Miss Fortune,Leona,Renekton,Viego,Syndra,Ezreal,Rell,Nidalee,K'Sante,Jinx,Braum,Neeko,Aurora,Yone,Skarner,Akali,LeBlanc,0
LOLTMNT05_83774,MAD Lions KOI,TALON,WLDs,14.18,Aurora,Jarvan IV,Vex,Ezreal,Alistar,Corki,Skarner,LeBlanc,Miss Fortune,Leona,Akali,Yone,Ashe,Gnar,Rumble,Nidalee,K'Sante,Jinx,Braum,Rell,0
LOLTMNT05_82961,GAM Esports,Movistar R7,WLDs,14.18,Rumble,Shyvana,Yone,Miss Fortune,Poppy,Gnar,Wukong,Syndra,Ezreal,Braum,Skarner,Orianna,LeBlanc,Nautilus,Leona,Aurora,Ziggs,Vi,Jhin,Ashe,0
LOLTMNT05_82970,GAM Esports,Movistar R7,WLDs,14.18,Rumble,Wukong,Yone,Jhin,Rakan,K'Sante,Jarvan IV,Jayce,Ziggs,Rell,Skarner,Orianna,LeBlanc,Akali,Leona,Aurora,Vi,Shyvana,Poppy,Sejuani,0
LOLTMNT05_84084,paiN Gaming,MGN Vikings Esports,WLDs,14.18,Rumble,Skarner,Tristana,Kalista,Neeko,Udyr,Brand,Smolder,Miss Fortune,Leona,Syndra,Orianna,Jax,Renekton,K'Sante,Ashe,Zyra,Yone,Aurora,Gnar,0
LOLTMNT05_84093,MGN Vikings Esports,paiN Gaming,WLDs,14.18,K'Sante,Shyvana,Tristana,Ashe,Poppy,Jax,Sejuani,Akali,Jhin,Bard,Rumble,Yone,Aurora,Lucian,Ezreal,Syndra,Orianna,Ziggs,Lillia,Brand,1
LOLTMNT05_85045,Fukuoka SoftBank HAWKS gaming,100 Thieves,WLDs,14.18,Aurora,Wukong,Akali,Ezreal,Poppy,Renekton,Brand,Yone,Kai'Sa,Leona,Ziggs,K'Sante,Jax,Sejuani,Nautilus,Kennen,Skarner,Vi,LeBlanc,Braum,1
LOLTMNT05_84108,Fukuoka SoftBank HAWKS gaming,100 Thieves,WLDs,14.18,Rek'Sai,Sejuani,Syndra,Jhin,Alistar,Renekton,Nocturne,Orianna,Ashe,Braum,Ziggs,Yone,Aurora,Jarvan IV,Wukong,Kennen,Vi,Skarner,Jax,Urgot,1
LOLTMNT05_85079,paiN Gaming,Movistar R7,WLDs,14.18,Jax,Maokai,Ahri,Lucian,Nami,K'Sante,Poppy,Syndra,Xayah,Rakan,LeBlanc,Wukong,Renekton,Nautilus,Kalista,Yone,Skarner,Orianna,Sejuani,Akali,1
LOLTMNT05_85086,paiN Gaming,Movistar R7,WLDs,14.18,Jax,Sejuani,Ahri,Lucian,Nami,K'Sante,Poppy,Hwei,Xayah,Rakan,LeBlanc,Syndra,Renekton,Nautilus,Kalista,Yone,Skarner,Orianna,Akali,Vi,0
LOLTMNT05_84136,Movistar R7,paiN Gaming,WLDs,14.18,Renekton,Sejuani,LeBlanc,Varus,Nautilus,K'Sante,Wukong,Ahri,Kalista,Rell,Yone,Skarner,Jax,Renata Glasc,Neeko,Syndra,Orianna,Lucian,Ashe,Draven,1
LOLTMNT05_84137,TALON,100 Thieves,WLDs,14.18,Gnar,Skarner,Orianna,Jhin,Alistar,Renekton,Sejuani,Hwei,Varus,Renata Glasc,Viego,Ashe,Jarvan IV,Lucian,Braum,Aurora,Vi,Yone,Rell,Nautilus,0
LOLTMNT05_84144,TALON,100 Thieves,WLDs,14.18,Rumble,Sejuani,Yone,Ezreal,Alistar,Aatrox,Lillia,Renekton,Ziggs,Rell,Viego,Ashe,Jarvan IV,Brand,Shyvana,Aurora,Skarner,Gnar,Jhin,Kai'Sa,0
LOLTMNT05_84167,AIX eSports,Eintracht Spandau,PRMP,14.18,Ornn,Nocturne,Orianna,Ezreal,Rell,Jax,Jarvan IV,Hwei,Aphelios,Thresh,Skarner,Syndra,Poppy,Kai'Sa,Jinx,Yone,Senna,Tryndamere,Miss Fortune,Ashe,1
LOLTMNT05_84166,Berlin International Gaming,Andromeda Nebula,PRMP,14.18,K'Sante,Lillia,Yone,Kai'Sa,Rell,Aurora,Maokai,Yasuo,Jinx,Alistar,Ahri,Smolder,Sejuani,Jhin,Miss Fortune,Ashe,Zac,Skarner,Sylas,Jarvan IV,0
LOLTMNT05_84163,E WIE EINFACH E-SPORTS,All for One Gaming,PRMP,14.18,Volibear,Sejuani,Akali,Ezreal,Poppy,Aatrox,Jarvan IV,Ahri,Miss Fortune,Renata Glasc,Ivern,Shen,Syndra,Leona,Orianna,Ashe,Skarner,Aurora,Yone,Hwei,0
LOLTMNT02_172779,DKB XPERION NXT,Austrian Force willhaben,PRMP,14.18,Aatrox,Viego,Sylas,Ziggs,Rell,Camille,Jarvan IV,Ahri,Jhin,Alistar,Nidalee,Orianna,Ezreal,Aurora,Gwen,Ivern,Skarner,Yone,LeBlanc,Tristana,1
LOLTMNT05_85141,RNL ROAR,ROSSMANN Centaurs,PRMP,14.18,Tryndamere,Viego,Ahri,Hwei,Nautilus,Gragas,Jax,Ziggs,Jinx,Rell,Skarner,Renekton,Seraphine,Jayce,K'Sante,Jarvan IV,Yone,Ezreal,Gnar,Aatrox,0
LOLTMNT02_173467,TeamOrangeGaming,Team Mentality,PRMP,14.18,K'Sante,Jarvan IV,Yone,Kai'Sa,Nautilus,Jax,Amumu,Ryze,Jhin,Alistar,Dr. Mundo,Fiora,Kindred,Poppy,Bard,Rengar,LeBlanc,Skarner,Hwei,Rell,1
LOLTMNT05_84175,Kaufland Hangry Knights,Foxnyr Esports,PRMP,14.18,Renekton,Skarner,Syndra,Lucian,Nami,Ornn,Viego,LeBlanc,Jhin,Karma,Aatrox,Poppy,Ashe,Gnar,Rakan,Udyr,Jarvan IV,Varus,Kai'Sa,Rell,0
LOLTMNT05_84176,Wstyd Easta,Zero Tenacity,USP,14.18,Ziggs,Wukong,Sejuani,Jinx,Pyke,Nasus,Jarvan IV,Orianna,Kai'Sa,Rell,,,Ashe,Gwen,Jax,Renekton,Ryze,Skarner,Nautilus,Janna,1
LOLTMNT05_85143,Vitality.Bee,Karmine Corp Blue,CDF,14.18,Renekton,Skarner,Viktor,Seraphine,Rakan,K'Sante,Viego,Orianna,Jinx,Nautilus,Syndra,Aurora,Vi,Leona,Rell,Senna,Ashe,Yone,Tristana,Yasuo,0
LOLTMNT02_172785,eSuba,Dynamo Eclot,HW,14.18,Olaf,Zyra,Taliyah,Jhin,Nautilus,K'Sante,Nocturne,Orianna,Ashe,Rell,LeBlanc,Neeko,Jarvan IV,Vi,Akali,Ziggs,Skarner,Yone,Gwen,Jax,0
LOLTMNT02_173469,EXILE esports Academy,Diversion Academy,HW,14.18,K'Sante,Vi,Orianna,Ezreal,Bard,Gnar,Sejuani,Syndra,Lucian,Nami,Ziggs,Yone,Jarvan IV,Viego,Xin Zhao,Varus,Miss Fortune,Skarner,Ashe,Kai'Sa,0
LOLTMNT02_172787,VININE,Entropy Gaming,PRMP,14.18,Renekton,Ivern,Smolder,Ziggs,Rell,Gnar,Amumu,Veigar,Lucian,Nami,Jarvan IV,Syndra,Skarner,Aurelion Sol,Jayce,Nocturne,Seraphine,Karthus,Yone,Nautilus,0
LOLTMNT02_173478,Eintracht Spandau,TeamOrangeGaming,PRMP,14.18,Gnar,Jarvan IV,Ryze,Jhin,Zilean,Renekton,Viego,LeBlanc,Ezreal,Poppy,Rengar,Lux,K'Sante,Lee Sin,Darius,Skarner,Aurora,Kalista,Jax,Pyke,0
LOLTMNT05_85148,Andromeda Nebula,RNL ROAR,PRMP,14.18,Gragas,Brand,Yone,Ashe,Poppy,Gnar,Kha'Zix,Akali,Jhin,Rell,Viego,Hwei,Ziggs,Olaf,Maokai,Skarner,Renekton,Aurora,Amumu,Sejuani,1
LOLTMNT05_85149,All for One Gaming,Kaufland Hangry Knights,PRMP,14.18,Volibear,Lee Sin,Syndra,Miss Fortune,Leona,Aurora,Nocturne,Orianna,Kai'Sa,Rakan,Udyr,Jarvan IV,Skarner,Illaoi,Jax,Shen,Poppy,Ashe,Braum,Tahm Kench,1
LOLTMNT05_84191,Vitality.Bee,Karmine Corp Blue,CDF,14.18,Jax,Brand,Yone,Ziggs,Rell,Renekton,Volibear,LeBlanc,Lucian,Nami,Skarner,Vi,Aurora,Ezreal,Leona,Senna,Ashe,Orianna,K'Sante,Gnar,0
LOLTMNT02_172806,KIA.eSuba Academy,Inside Games,HW,14.18,K'Sante,Skarner,Renekton,Ziggs,Rell,Sejuani,Lillia,Yone,Varus,Leona,Kai'Sa,Jarvan IV,Xin Zhao,Gwen,Rumble,Jinx,Syndra,Aurora,Braum,Poppy,0
LOLTMNT05_85150,Zero Tenacity,Wstyd Easta,USP,14.18,K'Sante,Skarner,Yone,Ziggs,Nami,Jax,Viego,Illaoi,Karthus,Janna,Ryze,Renekton,Kai'Sa,Pantheon,Senna,Syndra,Ashe,Jhin,Nautilus,Leona,1
LOLTMNT02_172809,Esport STUBA,OGC Esports,HW,14.18,K'Sante,Sejuani,Ziggs,Jinx,Braum,Ornn,Vi,Kog'Maw,Jhin,Karma,Nidalee,Jarvan IV,Skarner,Leona,Camille,Ivern,Taliyah,Poppy,Ahri,LeBlanc,1
LOLTMNT02_172814,Austrian Force willhaben,VININE,PRMP,14.18,Yone,Sejuani,Akali,Ziggs,Nautilus,Renekton,Karthus,K'Sante,Jinx,Pyke,Urgot,Nocturne,Ivern,Ezreal,Jhin,Camille,Jarvan IV,Skarner,Jax,Rakan,0
LOLTMNT05_84200,Foxnyr Esports,E WIE EINFACH E-SPORTS,PRMP,14.18,Ornn,Skarner,Syndra,Kai'Sa,Rakan,Gnar,Sejuani,Akali,Ezreal,Karma,Volibear,Azir,Ashe,Sylas,Taliyah,Udyr,Aatrox,LeBlanc,Leona,Nautilus,1
LOLTMNT05_85155,ROSSMANN Centaurs,Berlin International Gaming,PRMP,14.18,Gwen,Viego,Ezreal,Swain,Alistar,K'Sante,Wukong,Sylas,Kai'Sa,Leona,Rell,Orianna,Ashe,Syndra,Yasuo,Seraphine,Yone,Skarner,Braum,Poppy,1
LOLTMNT05_84203,Vitality.Bee,Karmine Corp Blue,CDF,14.18,LeBlanc,Jarvan IV,Jayce,Kai'Sa,Poppy,Malphite,Shyvana,Yone,Ezreal,Rakan,Skarner,Syndra,Vi,Brand,Amumu,Senna,Ashe,Aurora,Nautilus,Blitzcrank,0
LOLTMNT02_173501,FLY5,Maverix,HW,14.18,Renekton,Brand,Yone,Jhin,Alistar,Jax,Xin Zhao,Akali,Twitch,Rell,Draven,Ashe,Skarner,Lulu,K'Sante,Nami,Syndra,Ziggs,,Poppy,0
LOLTMNT05_85159,Wstyd Easta,Zero Tenacity,USP,14.18,Malphite,Kha'Zix,Orianna,Zeri,Leona,Dr. Mundo,Viego,Azir,Jinx,Nautilus,Syndra,Ashe,Jhin,Gwen,Sylas,Renekton,Skarner,Ryze,Braum,Rakan,1
LOLTMNT02_173505,Parakeet Gaming,Esport STUBA Academy,HW,14.18,K'Sante,Sejuani,Syndra,Jhin,Rell,Gwen,Nidalee,Yone,Ashe,Braum,LeBlanc,Ezreal,Jarvan IV,Vayne,Lillia,Skarner,Ziggs,Poppy,Xin Zhao,Vi,0
LOLTMNT02_173506,Entropy Gaming,DKB XPERION NXT,PRMP,14.18,Jax,Sejuani,Syndra,Ashe,Braum,Poppy,Vi,Kassadin,Jhin,Rakan,Yone,Skarner,LeBlanc,Viego,Xin Zhao,Renekton,Ziggs,Jarvan IV,Camille,Seraphine,1
LOLTMNT05_85165,All for One Gaming,Foxnyr Esports,PRMP,14.18,Yone,Wukong,Syndra,Jinx,Lulu,K'Sante,Xin Zhao,Zilean,Varus,Blitzcrank,Aatrox,Jarvan IV,Ashe,Ornn,Renekton,Shen,Volibear,Skarner,Camille,Rumble,1
LOLTMNT05_84214,Andromeda Nebula,ROSSMANN Centaurs,PRMP,14.18,Camille,Gwen,Yone,Smolder,Thresh,Jax,Skarner,Jayce,Syndra,Nautilus,Renekton,Viego,Swain,Kai'Sa,Jhin,Aurora,Sejuani,Leona,Rell,Braum,1
LOLTMNT02_172848,Eintracht Spandau,Team Mentality,PRMP,14.18,Jax,Sejuani,Hwei,Kai'Sa,Pyke,Kennen,Amumu,Ryze,Jhin,Poppy,Dr. Mundo,Fiora,Vladimir,Nautilus,Alistar,Syndra,Orianna,Skarner,Sylas,Yone,0
LOLTMNT05_84216,Kiedyś Miałem Fun,Juicy Ballers,USP,14.18,Yone,Ivern,Ahri,Zeri,Leona,Nasus,Lillia,Jayce,Jhin,Thresh,Naafiri,Renekton,Jax,Nautilus,Alistar,Skarner,Jarvan IV,Rell,Ezreal,Kai'Sa,0
LOLTMNT02_172852,Austrian Force willhaben,Entropy Gaming,PRMP,14.18,Jax,Hecarim,Orianna,Jhin,Nautilus,Renekton,Sejuani,Veigar,Sivir,Leona,Jarvan IV,Syndra,Ezreal,Braum,Rell,Yone,Skarner,Ziggs,Poppy,Alistar,0
LOLTMNT02_173539,Ethereal Enigmas,Delta Syndicate,HW,14.18,Aurora,Sejuani,Yone,Jhin,Taric,Kennen,Vi,Anivia,Jinx,Leona,Lillia,Orianna,Rell,Ahri,Jax,Amumu,Zac,Skarner,Alistar,Nautilus,1
LOLTMNT02_173543,Team Meliora,EXILE esports,HW,14.18,Ornn,Vi,Orianna,Kai'Sa,Rell,Gragas,Jarvan IV,LeBlanc,Lucian,Nami,Yone,Jhin,Ziggs,Xayah,Ezreal,Ashe,Skarner,Poppy,Renekton,Zeri,0
LOLTMNT05_85167,Kaufland Hangry Knights,E WIE EINFACH E-SPORTS,PRMP,14.18,K'Sante,Sejuani,Orianna,Jhin,Alistar,Volibear,Jarvan IV,Akali,Jinx,Rell,Ashe,Ezreal,Karma,Gnar,Nautilus,Udyr,LeBlanc,Skarner,Poppy,Renekton,1
LOLTMNT02_172868,TeamOrangeGaming,AIX eSports,PRMP,14.18,Renekton,Taliyah,Yone,Ashe,Poppy,Jax,Sejuani,Ahri,Ezreal,Rell,Tryndamere,Jhin,Skarner,Nocturne,Gnar,LeBlanc,Darius,Rengar,Vi,K'Sante,0
LOLTMNT05_84220,RNL ROAR,Berlin International Gaming,PRMP,14.18,Jax,Viego,Orianna,Zeri,Leona,Gnar,Jarvan IV,LeBlanc,Kai'Sa,Rell,K'Sante,Poppy,Renekton,Malphite,Kennen,Hwei,Skarner,Yone,Alistar,Nautilus,1
LOLTMNT02_173563,VININE,DKB XPERION NXT,PRMP,14.18,Renekton,Amumu,Yone,Kai'Sa,Nautilus,Jax,Jarvan IV,LeBlanc,Ezreal,Rell,Viego,Skarner,Gwen,Rakan,Braum,Karthus,Nocturne,Ziggs,Miss Fortune,Seraphine,1
LOLTMNT05_85170,Kiedyś Miałem Fun,Juicy Ballers,USP,14.18,Jax,Jarvan IV,Vel'Koz,Kai'Sa,Rakan,Garen,Udyr,Azir,Ezreal,Leona,Renekton,Naafiri,,Gnar,Aurora,Skarner,Rell,Ziggs,Heimerdinger,Seraphine,0
LOLTMNT05_87004,EPIC-DUDES,DKB XPERION NXT RAW,PRMP,14.18,Garen,Karthus,Naafiri,Ezreal,Leona,Shen,Jarvan IV,Orianna,Kai'Sa,Nautilus,Yone,Jinx,Syndra,Poppy,Urgot,Caitlyn,LeBlanc,Skarner,Alistar,Rell,0
LOLTMNT05_86001,AceGaming Spades,FC Schalke 04 Esports,PRMP,14.18,Aatrox,Jarvan IV,Orianna,Ziggs,Poppy,Rumble,Zac,Yone,Jhin,Karma,Ivern,Aurora,Sejuani,Vi,Wukong,LeBlanc,Bard,Skarner,K'Sante,Renekton,1
LOLTMNT02_172939,SK Gaming Prime,regnum4games,PRMP,14.18,Darius,Vi,Ahri,Jhin,Karma,K'Sante,Viego,Syndra,Lucian,Tahm Kench,Skarner,LeBlanc,Yone,Xin Zhao,Bel'Veth,Hwei,Jarvan IV,Ziggs,Rell,Seraphine,1
LOLTMNT02_174009,VfB eSports,Eintracht Frankfurt,PRMP,14.18,Rumble,Skarner,Akali,Jhin,Alistar,Karma,Vi,Orianna,Ezreal,Leona,Syndra,LeBlanc,Renekton,Jarvan IV,Wukong,Draven,Kalista,Yone,Rell,Poppy,0
LOLTMNT05_86035,Unicorns of Love Sexy Edition,Frontier x Veni,PRMP,14.18,K'Sante,Jarvan IV,LeBlanc,Ezreal,Rakan,Gwen,Xin Zhao,Hwei,Jhin,Alistar,Bel'Veth,Aatrox,Pantheon,Poppy,Viego,Nidalee,Skarner,Ashe,Rell,Leona,0
LOLTMNT05_87024,eSports Cologne e.V.,MOUZ NXT,PRMP,14.18,Volibear,Sejuani,Sylas,Ashe,Leona,Aatrox,Jarvan IV,Hwei,Ezreal,Nautilus,Rell,Syndra,Xerath,Galio,Cassiopeia,Skarner,Brand,Ziggs,Braum,Yone,1
LOLTMNT06_78012,Brod and Friends,Nativz,NLC Aurora Open,14.19,Renekton,Jarvan IV,Orianna,Ashe,Seraphine,Viego,Ornn,Yone,Ziggs,Rakan,Aatrox,K'Sante,Syndra,Rell,Leona,Xin Zhao,Poppy,Skarner,Braum,Renata Glasc,1
LOLTMNT06_78013,Regem,NORD Esports,NLC Aurora Open,14.19,Darius,Skarner,Diana,Kai'Sa,Nautilus,Vayne,Lillia,Sylas,Ezreal,Leona,Yone,Udyr,Ivern,Braum,Ashe,Hwei,Ziggs,Syndra,Rell,LeBlanc,0
LOLTMNT05_86036,BoostGate Esports,AGALAR,TSC,14.18,Camille,Skarner,Akali,Kalista,Poppy,Gnar,Karthus,Orianna,Varus,Rell,Volibear,Syndra,Ezreal,Viego,Renekton,Yone,Ashe,Nidalee,Kennen,Malphite,0
LOLTMNT02_174041,EXILE esports,Esport STUBA Academy,HW,14.18,K'Sante,Gwen,Hwei,Miss Fortune,Alistar,Zeri,Viego,Orianna,Ezreal,Rell,Syndra,Ashe,LeBlanc,Fiora,Vayne,Skarner,Jhin,Jarvan IV,Jayce,Yone,0
LOLTMNT02_174020,KIA.eSuba Academy,EXILE esports Academy,HW,14.18,Ornn,Xin Zhao,Yone,Kai'Sa,Leona,Gwen,Lee Sin,Orianna,Ezreal,Nautilus,K'Sante,Jarvan IV,Vi,Wukong,Camille,Ziggs,Skarner,Rell,Maokai,Sejuani,0
LOLTMNT05_87036,NNO Prime,Bootz Gaming,PRMP,14.18,Gnar,Wukong,LeBlanc,Ashe,Renata Glasc,Malphite,Vi,Vex,Varus,Poppy,Skarner,Ziggs,Rell,K'Sante,Viego,Nidalee,Yone,Jarvan IV,Renekton,Braum,0
LOLTMNT05_87033,Direct Rising eSports,WeSports,PRMP,14.18,Malphite,Xin Zhao,Ziggs,Ashe,Milio,Gnar,Jarvan IV,Ahri,Jinx,Blitzcrank,Yone,Syndra,Akali,Rell,Leona,Kled,Skarner,Vi,Thresh,K'Sante,1
LOLTMNT05_86046,AvaTrade PixelPenny,Back2TheGame,USP,14.18,Jax,Lee Sin,Sylas,Ziggs,Rell,Renekton,Jarvan IV,Hwei,Ezreal,Alistar,Skarner,Poppy,Syndra,Leona,Kennen,Nidalee,Yone,Jhin,LeBlanc,Ahri,1
LOLTMNT05_86047,DKB XPERION NXT RAW,Unicorns of Love Sexy Edition,PRMP,14.18,Urgot,Jarvan IV,Syndra,Miss Fortune,Alistar,Gnar,Gwen,Yone,Kai'Sa,Rell,LeBlanc,Ashe,Poppy,Sejuani,Aatrox,Skarner,Udyr,Jinx,Varus,Orianna,0
LOLTMNT05_87037,FC Schalke 04 Esports,eSports Cologne e.V.,PRMP,14.18,K'Sante,Viego,Aurora,Jinx,Rakan,Renekton,Sejuani,Orianna,Varus,Senna,Ziggs,Volibear,Yasuo,Yone,Tryndamere,Syndra,Ashe,Skarner,Ahri,LeBlanc,0
LOLTMNT05_87038,Eintracht Frankfurt,NNO Prime,PRMP,14.18,Aurora,Wukong,Yone,Ezreal,Rakan,Camille,Viego,Orianna,Ashe,Poppy,Nidalee,Renekton,LeBlanc,Akali,Syndra,Ziggs,Skarner,Jarvan IV,Sejuani,Leona,1
LOLTMNT02_174057,Ethereal Enigmas,Esport STUBA,HW,14.18,K'Sante,Vi,Sylas,Kai'Sa,Rell,Camille,Amumu,Syndra,Jhin,Poppy,Ziggs,Aurora,Ivern,LeBlanc,Hwei,Zac,Yone,Skarner,Ahri,Orianna,1
LOLTMNT02_174058,eSuba,Delta Syndicate,HW,14.18,Renekton,Wukong,Sylas,Ziggs,Rell,Jax,Jarvan IV,Orianna,Kai'Sa,Alistar,Poppy,Vi,K'Sante,Nautilus,Leona,Skarner,Yone,Brand,Taliyah,Hwei,0
LOLTMNT06_78021,The Ruddy Sack,INT Esports,NLC Aurora Open,14.19,Renekton,Jarvan IV,Azir,Ashe,Alistar,Aatrox,Maokai,Aurelion Sol,Jinx,Rell,Skarner,Yone,Elise,K'Sante,Ornn,Udyr,Zac,Karthus,Syndra,Orianna,1
LOLTMNT05_87041,BoostGate Esports,AGALAR,TSC,14.18,Gnar,Hecarim,Aurora,Kai'Sa,Rell,Ornn,Brand,K'Sante,Jhin,Alistar,Volibear,Syndra,Skarner,LeBlanc,Viego,Yone,Ashe,Jinx,Sylas,Yasuo,0
LOLTMNT06_78023,PARAGON (British Team),Venomcrest Esports,NLC Aurora Open,14.19,Renekton,Skarner,Aurora,Jhin,Leona,Jayce,Brand,Yone,Kai'Sa,Rell,Viego,Syndra,Poppy,K'Sante,Ashe,,,,,,1
LOLTMNT02_172989,regnum4games,Direct Rising eSports,PRMP,14.18,Gnar,Taliyah,Sylas,Lucian,Milio,Gwen,Sejuani,Orianna,Jinx,Nautilus,Kled,Ziggs,Smolder,Ahri,Renekton,Skarner,Yone,LeBlanc,Syndra,K'Sante,0
LOLTMNT05_87044,Frontier x Veni,EPIC-DUDES,PRMP,14.18,Renekton,Bel'Veth,Orianna,Ashe,Rell,Malphite,Wukong,Akali,Ezreal,Leona,Karthus,Senna,LeBlanc,Rakan,Jax,Hwei,Ahri,Syndra,Braum,Poppy,0
LOLTMNT05_86054,MOUZ NXT,AceGaming Spades,PRMP,14.18,Aatrox,Jarvan IV,Renekton,Kai'Sa,Leona,Camille,Gragas,Yone,Ezreal,Alistar,Bard,Poppy,Ziggs,Braum,Sejuani,Bel'Veth,Skarner,Aurora,Cassiopeia,Rakan,0
LOLTMNT05_86056,Bootz Gaming,VfB eSports,PRMP,14.18,K'Sante,Vi,Orianna,Ashe,Rell,Renekton,Volibear,Syndra,Varus,Poppy,Draven,Kalista,Skarner,Jayce,Illaoi,Gwen,Jarvan IV,LeBlanc,Ornn,Shen,0
LOLTMNT02_174084,Team Meliora,Parakeet Gaming,HW,14.18,Ornn,Wukong,Hwei,Ashe,Leona,Olaf,Nocturne,Syndra,Jhin,Rell,Yone,Sejuani,Ziggs,Xin Zhao,Skarner,Orianna,Vi,Poppy,Renekton,Jarvan IV,1
LOLTMNT02_172997,Maverix,Dynamo Eclot,HW,14.18,K'Sante,Viego,Syndra,Ezreal,Poppy,Aatrox,Xin Zhao,LeBlanc,Kai'Sa,Rell,Neeko,Skarner,Jarvan IV,Nautilus,Rakan,Draven,Yone,Ashe,Braum,Leona,0
LOLTMNT05_86059,Forsaken,Joker Strike,USP,14.18,Renekton,Ivern,Tristana,Ziggs,Leona,Gnar,Sejuani,Jayce,Kai'Sa,Rell,Galio,Nidalee,LeBlanc,Diana,Maokai,Skarner,Syndra,Jarvan IV,Amumu,Brand,0
LOLTMNT06_77029,Epic Avalanche,Lundqvist Lightside,NLC Aurora Open,14.19,Garen,Lee Sin,Brand,Kai'Sa,Nautilus,Jax,Sejuani,Ryze,Xayah,Rell,Syndra,Gwen,Ashe,LeBlanc,Orianna,Skarner,Yone,Varus,Aurora,Poppy,1
LOLTMNT06_77030,6AM,Rich Gang,NLC Aurora Open,14.19,Sion,Amumu,Syndra,Tristana,Poppy,Ornn,Udyr,Yone,Kai'Sa,Braum,Olaf,Skarner,Gwen,Varus,Zeri,Pantheon,Jinx,Jarvan IV,Viego,Vi,1
LOLTMNT02_175016,WeSports,SK Gaming Prime,PRMP,14.18,Zeri,Udyr,Syndra,Kalista,Zac,Darius,Poppy,Hwei,Ashe,Rell,Vi,Aurora,Jarvan IV,Lee Sin,Xin Zhao,Skarner,Yone,Gnar,Kennen,Malphite,1
LOLTMNT05_86060,Only Heroes Academia,Galakticos,TSC,14.18,Jax,Xin Zhao,Syndra,Jhin,Leona,Akali,Sejuani,Yone,Kalista,Rakan,LeBlanc,Karthus,Jarvan IV,Renata Glasc,Malphite,Skarner,Ashe,Poppy,Rell,Vi,1
