gameid,team_blue,team_red,league,patch,pick_blue_1,pick_blue_2,pick_blue_3,pick_blue_4,pick_blue_5,pick_red_1,pick_red_2,pick_red_3,pick_red_4,pick_red_5,ban_blue_1,ban_blue_2,ban_blue_3,ban_blue_4,ban_blue_5,ban_red_1,ban_red_2,ban_red_3,ban_red_4,ban_red_5,result
LOLTMNT03_90443,Guasones,Movistar KOI,LVP SL,14.1,Ornn,Maokai,Hwei,Ashe,Rell,Rumble,Jarvan IV,Corki,Jhin,Alistar,Ivern,Tristana,Jinx,LeBlanc,Jayce,Orianna,Skarner,Syndra,K'Sante,Varus,1
LOLTMNT06_42059,Iron Wolves,devils.one,UL,14.1,Renekton,Xin Zhao,LeBlanc,Jinx,Rakan,K'Sante,Karthus,Jayce,Draven,Leona,Nidalee,Taliyah,Tristana,Aphelios,Nautilus,Skarner,Caitlyn,Corki,Braum,Alistar,0
LOLTMNT03_90447,Delta Syndicate,EXILE esports,HC,14.1,Renekton,Taliyah,Tristana,Jinx,Rell,Gwen,Vi,Syndra,Aphelios,Nautilus,Hwei,Lillia,Caitlyn,Gragas,Malphite,Ivern,Skarner,Corki,Tahm Kench,Rumble,0
LOLTMNT06_43050,Team BDS Academy,Aegis,LFL,14.1,K'Sante,Ivern,Tristana,Corki,Camille,Rumble,Brand,Akshan,Senna,Nautilus,LeBlanc,Ashe,Varus,Aurelion Sol,Taliyah,Kalista,Volibear,Skarner,Jinx,Caitlyn,1
LOLTMNT06_43051,Lundqvist Lightside,The Ruddy Sack,NLC,14.1,K'Sante,Gragas,Tristana,Hwei,Rell,Rumble,Taliyah,Jayce,Caitlyn,Nautilus,Zac,Karthus,Kalista,Twisted Fate,Varus,Tryndamere,Corki,Skarner,Thresh,Leona,0
LOLTMNT03_90435,Anorthosis Famagusta Esports,Team Paradox,GLL,14.1,Camille,Skarner,Sylas,Varus,Pyke,Tahm Kench,Vi,LeBlanc,Jinx,Rell,Ashe,Udyr,Ivern,Nautilus,Rakan,Cassiopeia,Tristana,Corki,Irelia,Syndra,0
LOLTMNT06_43052,NNO Prime,Unicorns of Love Sexy Edition,PRM,14.1,Skarner,Lillia,Corki,Kalista,Nautilus,Renekton,Maokai,Azir,Ashe,Rell,Rumble,Taliyah,Varus,K'Sante,Braum,Caitlyn,Nidalee,Tristana,Aurelion Sol,Vi,1
LOLTMNT03_91440,GnG Amazigh,One More Esports,AL,14.1,Rumble,Sejuani,Varus,Kai'Sa,Rell,Sion,Maokai,Jayce,Aphelios,Amumu,Viego,Orianna,Tristana,Braum,Renata Glasc,Skarner,Corki,Jinx,Jarvan IV,Vi,0
LOLTMNT03_90453,Dynasty,Myth Esports,ESLOL,14.1,Renekton,Viego,Corki,Seraphine,Leona,Jax,Lee Sin,Taliyah,Jhin,Poppy,Karma,Caitlyn,Rumble,Rell,LeBlanc,Pyke,Neeko,Karthus,Nautilus,Lux,1
LOLTMNT03_91437,EGN Esports,Odivelas Sports Club,LPLOL,14.1,Fiora,Sejuani,Hwei,Jinx,Lulu,K'Sante,Xin Zhao,Aurelion Sol,Lucian,Nami,Aatrox,Varus,Skarner,Karthus,Morgana,Corki,Lillia,Vayne,,,0
LOLTMNT03_91458,Los Heretics,GIANTX Pride,LVP SL,14.1,Rumble,Poppy,Azir,Draven,Nautilus,K'Sante,Vi,LeBlanc,Jhin,Alistar,Taliyah,Twisted Fate,Hwei,Jayce,Leona,Skarner,Corki,Tristana,Orianna,Xin Zhao,0
LOLTMNT03_90475,Team Phantasma,WLGaming Esports,GLL,14.1,Renekton,Karthus,Corki,Jinx,Leona,Aatrox,Volibear,Orianna,Kai'Sa,Nautilus,Hwei,Syndra,Camille,Xin Zhao,Vi,Aurelion Sol,Varus,Tristana,Taliyah,Ivern,0
LOLTMNT06_42070,Team GO,Karmine Corp Blue,LFL,14.1,Camille,Sejuani,Syndra,Jinx,Alistar,Renekton,Poppy,Taliyah,Kalista,Nautilus,Azir,Vi,Rumble,Jax,Volibear,Tristana,Skarner,Maokai,Orianna,Hwei,1
LOLTMNT06_42071,Zero Tenacity,Forsaken,UL,14.1,K'Sante,Sejuani,Hwei,Jinx,Nautilus,Poppy,Vi,Brand,Lucian,Nami,Kalista,Corki,Rumble,Camille,Azir,Caitlyn,Ivern,Skarner,Taliyah,Akali,1
LOLTMNT03_90477,mCon esports,KRC Genk Esports,ESLOL,14.1,Rumble,Vi,Lucian,Varus,Rakan,Ryze,Jarvan IV,Ahri,Jinx,Nautilus,Maokai,Brand,Tristana,Darius,Urgot,Bel'Veth,Caitlyn,Skarner,Braum,Rell,0
LOLTMNT03_90480,Keypulse Esports,White Dragons,LPLOL,14.1,K'Sante,Sejuani,Viktor,Caitlyn,Nautilus,Gnar,Nocturne,Taliyah,Varus,Braum,Viego,Hwei,Ziggs,Gwen,Renekton,Lucian,Corki,Skarner,Syndra,Orianna,1
LOLTMNT06_43066,Venomcrest Esports,BlueWhites,NLC,14.1,Zac,Ivern,Jayce,Hwei,Nautilus,Aatrox,Sejuani,Azir,Jinx,Milio,Taliyah,Vi,Caitlyn,Malphite,Lulu,Skarner,Tristana,Corki,K'Sante,Renekton,0
LOLTMNT06_43067,Eintracht Spandau,Austrian Force willhaben,PRM,14.1,K'Sante,Sejuani,Azir,Kai'Sa,Pyke,Gwen,Xin Zhao,Orianna,Aphelios,Nautilus,Camille,Corki,Vi,LeBlanc,Twisted Fate,Skarner,Caitlyn,Rumble,Hwei,Taliyah,0
LOLTMNT03_91481,LUA Gaming,UCAM Esports,LVP SL,14.1,Aatrox,Ivern,Taliyah,Jhin,Skarner,Ornn,Viego,Hwei,Jinx,Leona,Vi,Nautilus,Caitlyn,Rell,Maokai,Tristana,Corki,Varus,Aphelios,Ashe,1
LOLTMNT03_90486,Anubis Gaming,Geekay Esports,AL,14.1,Kennen,Nocturne,Orianna,Tristana,Rell,Ornn,Viego,Syndra,Corki,Leona,Maokai,Ashe,Skarner,Xin Zhao,Poppy,Nunu & Willump,Sejuani,Rumble,Caitlyn,Taliyah,1
LOLTMNT06_43073,Vitality.Bee,GameWard,LFL,14.1,Skarner,Volibear,Orianna,Kog'Maw,Braum,Renekton,Jax,Aurelion Sol,Corki,Rell,Varus,Vi,Rumble,Sejuani,Alistar,Tristana,Nilah,Brand,Caitlyn,Jinx,1
LOLTMNT06_42076,E WIE EINFACH E-SPORTS,Berlin International Gaming,PRM,14.1,Karma,Xin Zhao,Tristana,Ashe,Nautilus,Ornn,Sejuani,Azir,Corki,Rell,Varus,Maokai,Orianna,Camille,Twisted Fate,Skarner,Caitlyn,Rumble,Alistar,Jinx,1
LOLTMNT03_91504,BWE Esports,SAMCLAN Esports Club,LPLOL,14.1,Gwen,Skarner,LeBlanc,Jhin,Nautilus,Malphite,Xin Zhao,Corki,Caitlyn,Zyra,Taliyah,Xerath,Fiora,,,Viktor,Hwei,Tristana,Sylas,Ornn,1
LOLTMNT03_91510,Furious Gaming,Seven Dark,LRS,14.1,Rumble,Ivern,Jayce,Jhin,Leona,K'Sante,Maokai,Tristana,Aphelios,Rell,Vi,Varus,Skarner,Kalista,Rakan,Taliyah,Nautilus,Corki,Caitlyn,Jinx,0
LOLTMNT03_91515,GTZ Esports,Hurricane of Feathers,LPLOL,14.1,Jax,Ivern,Tristana,Jinx,Leona,Sejuani,Brand,Irelia,Aphelios,Rell,K'Sante,Skarner,Varus,Syndra,Ekko,Neeko,Taliyah,Caitlyn,Alistar,Gwen,0
LOLTMNT03_90521,Seven Dark,Furious Gaming,LRS,14.1,Renekton,Rek'Sai,Sylas,Varus,Leona,Jax,Vi,Ahri,Jhin,Rell,Taliyah,Nautilus,Rumble,Camille,Hwei,Skarner,Tristana,Corki,Orianna,LeBlanc,1
LOLTMNT03_90522,Seven Dark,Furious Gaming,LRS,14.1,Rumble,Maokai,Jayce,Jinx,Blitzcrank,Yone,Sejuani,Hwei,Caitlyn,Milio,Vi,Nautilus,Corki,Taliyah,Camille,Skarner,Tristana,Varus,Jhin,Ashe,1
11138-11138_game_1,Rare Atom,Oh My God,LPL,14.1,Rumble,Xin Zhao,Corki,Jhin,Leona,Udyr,Viego,Hwei,Varus,Nautilus,Senna,Nidalee,Twisted Fate,K'Sante,Sion,Skarner,Ashe,Tristana,LeBlanc,Ziggs,1
11138-11138_game_2,Oh My God,Rare Atom,LPL,14.1,Renekton,Maokai,Tristana,Lucian,Nami,K'Sante,Graves,Hwei,Kalista,Rell,Varus,Nautilus,Skarner,Ashe,Viego,Nidalee,Senna,Leona,Ziggs,Jinx,1
11138-11138_game_3,Rare Atom,Oh My God,LPL,14.1,Jax,Viego,LeBlanc,Kai'Sa,Nautilus,Gragas,Lee Sin,Malzahar,Jinx,Braum,Twisted Fate,Corki,Rumble,Leona,K'Sante,Tristana,Skarner,Varus,Senna,Draven,0
11139-11139_game_1,Royal Never Give Up,Bilibili Gaming,LPL,14.1,Skarner,Lillia,Tristana,Jhin,Blitzcrank,Twisted Fate,Nidalee,Corki,Ashe,Alistar,Jax,Rumble,Lucian,Karthus,Maokai,Nautilus,Vi,Viego,Draven,Kalista,1
11139-11139_game_2,Bilibili Gaming,Royal Never Give Up,LPL,14.1,Camille,Brand,Yone,Ziggs,Nautilus,Renekton,Maokai,Corki,Senna,Ornn,Ashe,Twisted Fate,Viego,Rumble,Jax,Tristana,Lucian,Skarner,Kindred,LeBlanc,0
LOLTMNT03_91638,Kawaii Kiwis,Dream Makers,NEXO,14.1,Gragas,Xin Zhao,Tristana,Jhin,Ashe,Malphite,Ivern,Ryze,Draven,Skarner,Corki,Twisted Fate,Kalista,Syndra,Azir,Taliyah,Caitlyn,Varus,Rumble,Rell,0
LOLTMNT03_91645,Esport STUBA,Maverix,HC,14.1,Mordekaiser,Xin Zhao,Hwei,Varus,Rakan,Gragas,Lee Sin,Azir,Ashe,Rell,Tristana,Vi,Ahri,Pyke,K'Sante,Skarner,Corki,Caitlyn,Nautilus,Ornn,0
LOLTMNT03_91667,Dream Makers,Kawaii Kiwis,NEXO,14.1,Rumble,Taric,Sylas,Jinx,Thresh,Camille,Sejuani,Azir,Varus,Bard,Taliyah,Caitlyn,Tristana,Ashe,Rell,Twisted Fate,Corki,Skarner,Syndra,Milio,1
LOLTMNT06_43111,Papara SuperMassive,Galakticos,TCL,14.1,K'Sante,Lillia,Tristana,Aphelios,Rakan,Twisted Fate,Viego,Orianna,Varus,Nautilus,Caitlyn,Jinx,Hwei,Camille,Xin Zhao,Rumble,Corki,Skarner,Leona,Rell,0
LOLTMNT03_90660,ZETA,UCAM Esports,LVP SL,14.1,Malphite,Viego,Syndra,Draven,Rell,K'Sante,Taliyah,Nautilus,Varus,Alistar,Vi,Jinx,Caitlyn,Ornn,Twisted Fate,Aurelion Sol,Hwei,Skarner,Rumble,Zac,1
LOLTMNT06_42117,MOUZ NXT,Eintracht Frankfurt,PRM,14.1,K'Sante,Viego,Malphite,Ashe,Braum,Camille,Lillia,Tristana,Varus,Nautilus,Rumble,Jinx,Caitlyn,Azir,Orianna,Tryndamere,Vi,Skarner,Cassiopeia,Hwei,0
LOLTMNT06_42116,GameWard,Aegis,LFL,14.1,Rumble,Xin Zhao,Neeko,Jinx,Rell,K'Sante,Bel'Veth,Taliyah,Kalista,Nautilus,Tristana,Senna,Varus,Jhin,Seraphine,Aurelion Sol,LeBlanc,Skarner,Vi,Jarvan IV,0
LOLTMNT03_91677,Team Meliora,Delta Syndicate,HC,14.1,Renekton,Brand,Akali,Jhin,Leona,Ornn,Karthus,Tryndamere,Caitlyn,Rell,Ivern,Corki,Orianna,Jayce,Irelia,Skarner,Tristana,Taliyah,Yasuo,Zac,1
LOLTMNT03_91690,Guasones,Rebels Gaming,LVP SL,14.1,Jax,Sejuani,Taliyah,Corki,Rakan,K'Sante,Maokai,Hwei,Varus,Nautilus,Rumble,Vi,Tristana,Viego,Renekton,Orianna,Syndra,Skarner,Rell,Leona,0
LOLTMNT06_42135,Vitality.Bee,Team GO,LFL,14.1,K'Sante,Rek'Sai,Tristana,Seraphine,Nautilus,Rumble,Maokai,Yone,Jinx,Blitzcrank,Kalista,Vi,Varus,Rell,Lucian,Brand,Skarner,Aurelion Sol,Lillia,Nilah,1
LOLTMNT06_43130,NASR eSports Turkey,FUT Esports,TCL,14.1,Skarner,Nidalee,Corki,Ashe,Camille,Rumble,Xin Zhao,Annie,Jinx,Rell,Nautilus,Caitlyn,Neeko,Hwei,Vi,Aurelion Sol,Kalista,Varus,Taliyah,Milio,1
LOLTMNT06_43131,FC Schalke 04 Esports,NNO Prime,PRM,14.1,Zac,Rek'Sai,Azir,Corki,Kalista,Sion,Sejuani,Aurelion Sol,Caitlyn,Ashe,Nautilus,Leona,Nidalee,Varus,Jax,Rumble,Maokai,Skarner,K'Sante,Vi,1
LOLTMNT03_90689,Dynasty,ZennIT,ESLOL,14.1,Renekton,Wukong,Syndra,Corki,Rakan,Skarner,Jarvan IV,Hwei,Jinx,Alistar,Caitlyn,Darius,Orianna,Viego,Xin Zhao,Tristana,Seraphine,Ziggs,Camille,Vi,1
LOLTMNT06_42133,Diamant Esports,SPIKE Syndicate,EBL,14.1,Fiora,Jarvan IV,Syndra,Aphelios,Leona,Malphite,Vi,Orianna,Jinx,Nautilus,Karthus,Tristana,Caitlyn,Thresh,Darius,Azir,Jax,Skarner,Renekton,Rell,1
LOLTMNT03_90696,EKO Esports,AVE Axolotl,LIT,14.1,Darius,Diana,Tristana,Jhin,Alistar,Aatrox,Kha'Zix,Annie,Corki,Leona,Xin Zhao,Rumble,Hwei,Poppy,Blitzcrank,Rell,Lillia,Caitlyn,Nautilus,Karma,0
LOLTMNT03_90708,Diversion Gaming,EXILE esports,HC,14.1,Rumble,Sejuani,Tristana,Varus,Leona,Gragas,Xin Zhao,Viktor,Aphelios,Nautilus,Lillia,Hwei,Caitlyn,Lucian,Senna,Zac,Corki,Skarner,Rell,Jinx,1
LOLTMNT03_90690,Guinea Pink,Erfolg Esports,NEXO,14.1,Renekton,Sejuani,Ahri,Caitlyn,Bard,Volibear,Jarvan IV,Viktor,Jinx,Thresh,Lucian,Hwei,Varus,Nautilus,Rell,Skarner,Corki,Ivern,Lux,LeBlanc,1
LOLTMNT03_90691,One More Esports,RA'AD,AL,14.1,Rumble,Maokai,Renekton,Corki,Rell,Kennen,Brand,Jayce,Kalista,Nautilus,Taliyah,Varus,Skarner,Renata Glasc,K'Sante,Orianna,Tristana,Viego,Amumu,Braum,0
LOLTMNT03_90711,LUA Gaming,Movistar KOI,LVP SL,14.1,Ornn,Nidalee,Corki,Varus,Rell,Rumble,Ivern,Ezreal,Jhin,Alistar,Vi,Nautilus,Jinx,LeBlanc,Maokai,Tristana,Skarner,Taliyah,Ziggs,Brand,1
LOLTMNT03_90713,DSYRE,Macko Esports,LIT,14.1,K'Sante,Nidalee,Tristana,Caitlyn,Braum,Twisted Fate,Lee Sin,Taliyah,Kalista,Nautilus,Senna,Corki,Rumble,Camille,Vi,Ashe,Varus,Skarner,Alistar,Leona,1
LOLTMNT06_43141,Lupus Esports,Cyber Wolves,EBL,14.1,K'Sante,Jarvan IV,Tristana,Ziggs,Nautilus,Camille,Viego,Syndra,Jhin,Leona,Gnar,Caitlyn,Rumble,Xin Zhao,Lee Sin,Skarner,Yasuo,Volibear,Vi,Bel'Veth,1
LOLTMNT03_90714,mCon esports,Once Upon A Team,ESLOL,14.1,Ornn,Xin Zhao,Syndra,Caitlyn,Rakan,Sett,Rek'Sai,Tristana,Seraphine,Maokai,Rell,Hwei,Darius,Thresh,Nautilus,Rumble,Skarner,Varus,Blitzcrank,Pyke,0
LOLTMNT06_43139,Misa Esports,Beşiktaş Esports,TCL,14.1,Sion,Xin Zhao,Orianna,Caitlyn,Rakan,Skarner,Rek'Sai,LeBlanc,Jhin,Nautilus,Hwei,Varus,Vi,Aphelios,Jinx,Kalista,Rumble,K'Sante,Rell,Leona,0
LOLTMNT06_43143,SK Gaming Prime,Eintracht Spandau,PRM,14.1,Rumble,Brand,Yone,Jhin,Nautilus,Zac,Rek'Sai,Hwei,Caitlyn,Maokai,Sejuani,Vi,K'Sante,Azir,Thresh,Taliyah,Kalista,Skarner,LeBlanc,Tristana,0
LOLTMNT06_43142,Gentle Mates,Solary,LFL,14.1,Gragas,Sejuani,Corki,Varus,Rell,K'Sante,Volibear,Azir,Jinx,Nautilus,Camille,LeBlanc,Tristana,Lillia,Poppy,Skarner,Aurelion Sol,Sylas,Rumble,Twisted Fate,1
LOLTMNT03_90727,Erfolg Esports,Guinea Pink,NEXO,14.1,Udyr,Jarvan IV,Hwei,Varus,Braum,Aatrox,Volibear,Azir,Jinx,Nautilus,Ivern,Jhin,LeBlanc,Twisted Fate,Orianna,Skarner,Caitlyn,Corki,Renata Glasc,Heimerdinger,1
LOLTMNT03_91717,Hurricane of Feathers,EGN Esports,LPLOL,14.1,Camille,Ivern,Ekko,Varus,Nautilus,Darius,Xin Zhao,Hwei,Jhin,Braum,Caitlyn,Taliyah,Lucian,Fiora,Gwen,Corki,Skarner,Lillia,Brand,K'Sante,1
LOLTMNT03_91728,Inside Games,FLY5,HC,14.1,K'Sante,Vi,Ahri,Nilah,Rakan,Darius,Sejuani,Azir,Lucian,Nami,Orianna,Xin Zhao,Caitlyn,Camille,Ornn,Tristana,Corki,Skarner,Varus,Aphelios,1
LOLTMNT06_43150,Fox Gaming,Twisted Minds,AL,14.1,Kennen,Vi,Tristana,Kalista,Rell,Nasus,Sejuani,Azir,Varus,Alistar,Taliyah,Senna,Hwei,Poppy,Xin Zhao,Rumble,Jinx,Skarner,Maokai,Nidalee,1
LOLTMNT03_91737,Los Heretics,Ramboot Club,LVP SL,14.1,Rumble,Maokai,Tristana,Aphelios,Leona,Zac,Xin Zhao,Taliyah,Caitlyn,Nautilus,Vi,Sion,Corki,Viego,Jarvan IV,Renata Glasc,Jinx,Skarner,Jhin,Draven,1
LOLTMNT03_90743,ENEMI3S,Atleta Esport,LIT,14.1,Renekton,Lee Sin,Orianna,Caitlyn,Nautilus,Gnar,Viego,Taliyah,Jhin,Rell,Skarner,Annie,Rumble,Tristana,Corki,Hwei,Aurelion Sol,Draven,Aatrox,Sejuani,1
LOLTMNT03_90741,SNOOZE Esports,KRC Genk Esports,ESLOL,14.1,Renekton,Karthus,Tristana,Jinx,Leona,Malphite,Nocturne,Syndra,Twitch,Nautilus,Brand,Urgot,Maokai,Darius,Ornn,Xin Zhao,Skarner,Caitlyn,Rakan,Braum,0
LOLTMNT06_42158,Berlin International Gaming,Unicorns of Love Sexy Edition,PRM,14.1,Ornn,Rek'Sai,Azir,Corki,Nautilus,Gwen,Nidalee,Tristana,Ashe,Leona,Taliyah,Caitlyn,Rumble,K'Sante,Poppy,Sejuani,Maokai,Skarner,Xin Zhao,Ivern,1
LOLTMNT06_43152,BeFive,Crvena zvezda Esports,EBL,14.1,K'Sante,Viego,Syndra,Corki,Nautilus,Camille,Sejuani,Taliyah,Ashe,Braum,Aurelion Sol,Skarner,Vi,Aphelios,Jhin,Tristana,Rumble,Jinx,Lillia,Brand,1
LOLTMNT03_91751,Guinea Pink,Erfolg Esports,NEXO,14.1,Aatrox,Amumu,Azir,Caitlyn,Nautilus,Urgot,Karthus,Tristana,Varus,Leona,Lucian,Hwei,Volibear,Heimerdinger,Udyr,Ivern,Skarner,Corki,K'Sante,Twisted Fate,0
LOLTMNT03_90751,SAMCLAN Esports Club,GTZ Esports,LPLOL,14.1,Jax,Jarvan IV,Corki,Jhin,Brand,Camille,Sejuani,LeBlanc,Jinx,Rell,Lillia,Hwei,Gwen,Neeko,Nautilus,Lucian,Caitlyn,Taliyah,Malphite,Zyra,1
LOLTMNT06_43159,BoostGate Esports,Dark Passage,TCL,14.1,K'Sante,Taliyah,Corki,Caitlyn,Nautilus,Twisted Fate,Vi,Syndra,Jinx,Rell,Rumble,LeBlanc,Tristana,Ahri,Orianna,Kalista,Skarner,Sion,Varus,Ornn,1
LOLTMNT06_42161,BK ROG Esports,Karmine Corp Blue,LFL,14.1,K'Sante,Sejuani,Aurelion Sol,Jhin,Camille,Zac,Viego,Taliyah,Jinx,Rell,Kalista,Nautilus,Rumble,Poppy,Vi,Tristana,Skarner,Varus,Orianna,Blitzcrank,1
LOLTMNT03_91753,Nigma Galaxy,Anubis Gaming,AL,14.1,Aatrox,Karthus,Tristana,Kai'Sa,Nautilus,Gwen,Sejuani,Irelia,Jhin,Leona,Nunu & Willump,Aurelion Sol,Varus,Orianna,Jayce,Rell,Kalista,Corki,K'Sante,Skarner,0
LOLTMNT03_90757,GIANTX Pride,Barça eSports,LVP SL,14.1,Ornn,Vi,Orianna,Aphelios,Braum,Sejuani,Maokai,Azir,Jinx,Nautilus,Tristana,Rumble,Poppy,Rell,K'Sante,Draven,Corki,Skarner,Leona,Camille,1
LOLTMNT03_91754,aNc Outplayed,DREN Esports,LIT,14.1,Skarner,Vi,Syndra,Jinx,Rell,Gwen,Lee Sin,Corki,Varus,Thresh,Rengar,LeBlanc,Caitlyn,Nautilus,Leona,Jayce,Rumble,Tristana,Twisted Fate,Hwei,0
LOLTMNT06_42168,Austrian Force willhaben,E WIE EINFACH E-SPORTS,PRM,14.1,Vayne,Vi,Azir,Corki,Leona,K'Sante,Sejuani,Taliyah,Xayah,Rell,Maokai,Xin Zhao,Skarner,Jinx,Aphelios,Rumble,Varus,Caitlyn,Gwen,Twisted Fate,0
LOLTMNT06_43161,Partizan Esports,Ankora Gaming,EBL,14.1,Rumble,Maokai,Jayce,Lucian,Nami,Twisted Fate,Viego,Corki,Draven,Rakan,Riven,Ivern,Sejuani,Nautilus,Rell,Tristana,Skarner,Vi,Renata Glasc,Ashe,0
LOLTMNT03_90760,White Dragons,Odivelas Sports Club,LPLOL,14.1,Kennen,Viego,Corki,Ornn,Senna,Aatrox,Udyr,Hwei,Jinx,Rell,Lucian,Tryndamere,Morgana,Braum,Milio,Ziggs,Taliyah,Skarner,Lillia,Riven,1
LOLTMNT03_91757,Geekay Esports,GnG Amazigh,AL,14.1,K'Sante,Jarvan IV,Syndra,Corki,Leona,Aatrox,Ivern,Hwei,Jhin,Nautilus,Kai'Sa,Aphelios,Jinx,Tryndamere,Tristana,Rumble,Skarner,Ashe,Viego,Ornn,0
LOLTMNT06_42172,Team BDS Academy,Team du Sud,LFL,14.1,Camille,Taliyah,Tristana,Jinx,Nautilus,K'Sante,Nidalee,Corki,Varus,Alistar,Brand,Rumble,LeBlanc,Leona,Rell,Volibear,Kalista,Skarner,Aatrox,Renekton,0
LOLTMNT03_91760,Keypulse Esports,BWE Esports,LPLOL,14.1,Ornn,Lillia,Corki,Aphelios,Leona,K'Sante,Sejuani,Hwei,Jinx,Nautilus,Viktor,Jhin,Varus,Shen,LeBlanc,Skarner,Tristana,Caitlyn,Braum,Rell,0
LOLTMNT01_111625,Fuego,Waia Snikt,LRN,14.11,K'Sante,Taliyah,Tristana,Smolder,Nautilus,Gnar,Nocturne,Nasus,Rumble,Senna,Zyra,Skarner,Corki,Xin Zhao,Vi,Brand,Karthus,,Twisted Fate,,0
LOLTMNT01_110660,Fuego,Waia Snikt,LRN,14.11,Twisted Fate,Gragas,Tristana,Senna,Ornn,Jax,Zac,Nasus,Jinx,Lulu,Zyra,Skarner,Mordekaiser,Xin Zhao,Vi,Taliyah,Karthus,Nautilus,Rumble,Brand,1
LOLTMNT01_111653,Fuego,Waia Snikt,LRN,14.11,Rumble,Karthus,Tristana,Ezreal,Leona,Ornn,Hecarim,Nasus,Aphelios,Lulu,Zyra,Skarner,Jinx,Zac,Jax,Taliyah,Nautilus,Brand,Kalista,Draven,0
LOLTMNT01_111657,PÊEK Gaming,Osaka,LRN,14.11,Skarner,Karthus,Tristana,Taliyah,Rell,Kennen,Lillia,Hwei,Draven,Ashe,Lee Sin,Nocturne,LeBlanc,K'Sante,Xin Zhao,Twisted Fate,Nautilus,Rumble,Ziggs,Senna,0
LOLTMNT01_111664,Osaka,PÊEK Gaming,LRN,14.11,Rumble,Rek'Sai,Taliyah,Varus,Pyke,Skarner,Bel'Veth,Aurelion Sol,Hwei,Ashe,Karthus,Twisted Fate,Nautilus,Corki,Jayce,Lee Sin,Nocturne,Tristana,Camille,Vi,1
LOLTMNT01_111803,AXIZ CREST,QT DIG∞,LJL,14.11,Skarner,Viego,Hwei,Jinx,Rell,K'Sante,Taliyah,Yone,Kai'Sa,Nautilus,Tristana,LeBlanc,Kalista,Lillia,Nidalee,Rumble,Corki,Ashe,Xin Zhao,Lee Sin,0
LOLTMNT01_110863,QT DIG∞,AXIZ CREST,LJL,14.11,K'Sante,Lillia,Corki,Kai'Sa,Leona,Skarner,Nidalee,Neeko,Jinx,Nautilus,Hwei,Ashe,Rumble,Viego,Orianna,Tristana,LeBlanc,Kalista,Varus,Jayce,0
11140-11140_game_1,JD Gaming,ThunderTalk Gaming,LPL,14.1,Zac,Nidalee,Tristana,Sivir,Leona,Poppy,Karthus,Corki,Jhin,Nautilus,Rumble,Varus,Hwei,Aphelios,Jax,Kalista,Ashe,Skarner,Twisted Fate,Renekton,0
11140-11140_game_2,ThunderTalk Gaming,JD Gaming,LPL,14.1,Skarner,Graves,Hwei,Ashe,Rell,Rumble,Lillia,Corki,Jhin,Alistar,Kalista,LeBlanc,Lucian,Karthus,Brand,Tristana,Nidalee,Varus,Viego,Lee Sin,1
LOLTMNT01_111864,Fukuoka SoftBank HAWKS gaming,V3 Esports,LJL,14.11,Zac,Taliyah,Yone,Kalista,Rumble,Aatrox,Nidalee,Corki,Kai'Sa,Leona,Maokai,Sejuani,Hwei,Varus,Jayce,Senna,Ashe,Skarner,Renata Glasc,Lillia,0
LOLTMNT01_110917,V3 Esports,Fukuoka SoftBank HAWKS gaming,LJL,14.11,Udyr,Jax,Taliyah,Draven,Ashe,Skarner,Brand,Yone,Kalista,Pyke,Senna,Twisted Fate,Nidalee,Xin Zhao,Orianna,Maokai,Rumble,Hwei,Poppy,Vi,1
11141-11141_game_1,LNG Esports,Top Esports,LPL,14.1,Skarner,Jarvan IV,Corki,Ziggs,Rakan,Mordekaiser,Brand,Tristana,Senna,Ornn,Ashe,Rumble,Lucian,Karthus,Maokai,Camille,Nidalee,Nautilus,Leona,Rell,1
11141-11141_game_2,Top Esports,LNG Esports,LPL,14.1,Rumble,Lee Sin,Hwei,Varus,Alistar,Ornn,Nidalee,Taliyah,Kalista,Nautilus,Senna,Tristana,Camille,K'Sante,Twisted Fate,Corki,LeBlanc,Ashe,Xin Zhao,Poppy,0
LOLTMNT01_110981,Burning Core Toyama,DetonatioN FocusMe,LJL,14.11,Twisted Fate,Nidalee,Corki,Ziggs,Leona,Pantheon,Sejuani,Hwei,Varus,Neeko,Ashe,Rumble,Poppy,Darius,Jax,Tristana,Skarner,Kalista,Kennen,K'Sante,1
LOLTMNT01_112010,DetonatioN FocusMe,Burning Core Toyama,LJL,14.11,K'Sante,Viego,Aurelion Sol,Varus,Neeko,Sejuani,Kha'Zix,LeBlanc,Jhin,Rell,Kalista,Tristana,Rumble,Twisted Fate,Yone,Ashe,Poppy,Skarner,Mordekaiser,Darius,0
LOLTMNT03_93038,Parakeet Gaming,BRUTE,HM,14.1,Tryndamere,Brand,Tristana,Ashe,Nautilus,Rumble,Skarner,Jayce,Jhin,Rell,Vi,Viego,Caitlyn,Braum,Jinx,Karthus,Twisted Fate,Corki,Vayne,Fiora,1
LOLTMNT03_92050,GLORE,Dynamo Eclot,HM,14.1,Skarner,Viego,Syndra,Lucian,Nami,Gragas,Xin Zhao,Tristana,Aphelios,Nautilus,Twisted Fate,Rumble,Varus,Gwen,Mordekaiser,Caitlyn,Taliyah,Corki,Kalista,Draven,1
